Code,Depto,Municipio,Censo Electoral,Participación/Total votación,Abstención,Ganador Circunscripción Nacional,Votos Válidos (Nacional),Alianza Verde,Cambio Radical,Centro Democrático,Partido Conservador,FARC,Partido Liberal,Opción Ciudadana,MIRA,Polo Democrático Alternativo,Partido de la U,Somos,Todos Somos Colombia,Coalición Lista de la Decencia (ASI-UP-MAIS),GSC Colombia Justa Libres,GSC Si se puede,GSC Unión con Fortaleza,Voto en Blanco (Nacional),Ganador Circunscripción Indígena,Votos Válidos Indígenas,Autoridad Tradicional Casiyouren,MAIS,AICO,Movimiento Indígena Ambiental - MIA,Movimiento Político Soberanía,ASI,Renovación Étnica de Colombia,Voto en Blanco (Indígena),Vótos Válidos (todas las circunscripciones),Votos Inválidos,Votos Nulos,Tarjetones no Marcados,%Participación,%Abstención,%Votos Válidos (Nacional),%Alianza Verde,%Cambio Radical,%Centro Democrático,%Partido Conservador,%FARC,%Partido Liberal,%Opción Ciudadana,%MIRA,%Polo Democrático Alternativo,%Partido de la U,%Somos,%Todos Somos Colombia,%Coalición Lista de la Decencia (ASI-UP-MAIS),%GSC Colombia Justa Libres,%GSC Si se puede,%GSC Unión con Fortaleza,%Voto en Blanco (Nacional),%Válidos Indígenas,%Autoridad Tradicional Casiyouren,%MAIS,%AICO,%Movimiento Indígena Ambiental - MIA,%Movimiento Político Soberanía,%ASI,%Renovación Étnica de Colombia,%Voto en Blanco (Indígena),%Vótos Válidos (todas las circunscripciones),%Votos Inválidos,%Votos Nulos,%Tarjetones no Marcados
68250,Santander,El Peñón,3620,1893,1727,Cambio Radical,1660,14,843,43,328,0,173,24,10,21,17,0,3,2,153,11,1,17,ASI,16,0,0,0,0,0,11,0,5,1676,217,102,115,52.3%,47.7%,87.7%,0.8%,50.8%,2.6%,19.8%,0.0%,10.4%,1.4%,0.6%,1.3%,1.0%,0.0%,0.2%,0.1%,9.2%,0.7%,0.1%,1.0%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,68.8%,0.0%,31.3%,88.5%,11.5%,5.4%,6.1%
68255,Santander,El Playón,11803,5245,6558,Partido Liberal,4449,52,770,596,804,14,1350,102,29,186,178,100,26,12,64,2,55,109,Voto en Blanco ,66,0,8,1,1,2,2,2,50,4515,730,372,358,44.4%,55.6%,84.8%,1.2%,17.3%,13.4%,18.1%,0.3%,30.3%,2.3%,0.7%,4.2%,4.0%,2.2%,0.6%,0.3%,1.4%,0.0%,1.2%,2.4%,1.3%,0.0%,12.1%,1.5%,1.5%,3.0%,3.0%,3.0%,75.8%,86.1%,13.9%,7.1%,6.8%
68264,Santander,Encino,2166,1073,1093,Partido Liberal,941,6,135,54,75,1,607,3,3,10,12,2,11,3,2,0,2,15,Voto en Blanco ,4,1,0,0,0,0,0,0,3,945,128,40,88,49.5%,50.5%,87.7%,0.6%,14.3%,5.7%,8.0%,0.1%,64.5%,0.3%,0.3%,1.1%,1.3%,0.2%,1.2%,0.3%,0.2%,0.0%,0.2%,1.6%,0.4%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,88.1%,11.9%,3.7%,8.2%
68266,Santander,Enciso,3290,1752,1538,Cambio Radical,1550,65,430,186,171,2,321,135,13,18,143,11,1,5,0,1,5,43,Voto en Blanco ,19,0,0,2,1,0,0,0,16,1569,183,73,110,53.3%,46.7%,88.5%,4.2%,27.7%,12.0%,11.0%,0.1%,20.7%,8.7%,0.8%,1.2%,9.2%,0.7%,0.1%,0.3%,0.0%,0.1%,0.3%,2.8%,1.1%,0.0%,0.0%,10.5%,5.3%,0.0%,0.0%,0.0%,84.2%,89.6%,10.4%,4.2%,6.3%
68271,Santander,Florián,5313,2225,3088,Cambio Radical,1895,80,890,115,33,3,438,25,50,26,67,3,4,10,111,0,0,40,Voto en Blanco ,22,0,0,0,0,0,0,0,22,1917,308,155,153,41.9%,58.1%,85.2%,4.2%,47.0%,6.1%,1.7%,0.2%,23.1%,1.3%,2.6%,1.4%,3.5%,0.2%,0.2%,0.5%,5.9%,0.0%,0.0%,2.1%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,86.2%,13.8%,7.0%,6.9%
68276,Santander,Floridablanca,187167,104893,82274,Centro Democrático,92870,4491,13010,16549,8146,225,12961,2541,2056,16431,3102,1650,367,1724,2103,108,543,6863,Voto en Blanco ,3119,16,136,149,15,85,56,40,2622,95989,8904,6325,2579,56.0%,44.0%,88.5%,4.8%,14.0%,17.8%,8.8%,0.2%,14.0%,2.7%,2.2%,17.7%,3.3%,1.8%,0.4%,1.9%,2.3%,0.1%,0.6%,7.4%,3.0%,0.5%,4.4%,4.8%,0.5%,2.7%,1.8%,1.3%,84.1%,91.5%,8.5%,6.0%,2.5%
68296,Santander,Galán,2529,1205,1324,Partido Conservador,1065,16,158,236,274,0,107,35,2,103,77,6,2,0,2,0,6,41,Voto en Blanco ,18,0,0,0,0,0,0,0,18,1083,122,64,58,47.6%,52.4%,88.4%,1.5%,14.8%,22.2%,25.7%,0.0%,10.0%,3.3%,0.2%,9.7%,7.2%,0.6%,0.2%,0.0%,0.2%,0.0%,0.6%,3.8%,1.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,89.9%,10.1%,5.3%,4.8%
68298,Santander,Gambita,3284,1575,1709,Partido Liberal,1300,21,424,102,38,0,498,49,5,70,37,0,4,5,0,0,0,47,Voto en Blanco ,15,0,0,0,0,0,0,0,15,1315,260,104,156,48.0%,52.0%,82.5%,1.6%,32.6%,7.8%,2.9%,0.0%,38.3%,3.8%,0.4%,5.4%,2.8%,0.0%,0.3%,0.4%,0.0%,0.0%,0.0%,3.6%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,83.5%,16.5%,6.6%,9.9%
68307,Santander,Girón,112516,59061,53455,Partido Liberal,51361,1723,8292,8425,3218,130,9643,2021,811,8075,2084,666,182,950,1141,38,413,3549,Voto en Blanco ,2018,9,162,203,5,10,22,13,1594,53379,5682,4035,1647,52.5%,47.5%,87.0%,3.4%,16.1%,16.4%,6.3%,0.3%,18.8%,3.9%,1.6%,15.7%,4.1%,1.3%,0.4%,1.8%,2.2%,0.1%,0.8%,6.9%,3.4%,0.4%,8.0%,10.1%,0.2%,0.5%,1.1%,0.6%,79.0%,90.4%,9.6%,6.8%,2.8%
68318,Santander,Guaca,5292,2805,2487,Partido Liberal,2521,49,777,241,138,1,1003,38,1,36,166,0,1,4,3,0,9,54,Voto en Blanco ,16,0,0,0,0,0,1,0,15,2537,268,164,104,53.0%,47.0%,89.9%,1.9%,30.8%,9.6%,5.5%,0.0%,39.8%,1.5%,0.0%,1.4%,6.6%,0.0%,0.0%,0.2%,0.1%,0.0%,0.4%,2.1%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,6.3%,0.0%,93.8%,90.4%,9.6%,5.8%,3.7%
68320,Santander,Guadalupe,4350,1941,2409,Cambio Radical,1720,14,689,176,293,0,171,70,2,52,102,10,4,24,6,0,16,91,Voto en Blanco ,40,0,0,0,0,0,0,0,40,1760,181,77,104,44.6%,55.4%,88.6%,0.8%,40.1%,10.2%,17.0%,0.0%,9.9%,4.1%,0.1%,3.0%,5.9%,0.6%,0.2%,1.4%,0.3%,0.0%,0.9%,5.3%,2.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,90.7%,9.3%,4.0%,5.4%
68322,Santander,Guapotá,1863,1041,822,Partido Liberal,928,10,291,101,31,0,381,12,2,21,27,2,5,12,12,0,1,20,Voto en Blanco ,12,0,0,1,0,0,0,0,11,940,101,42,59,55.9%,44.1%,89.1%,1.1%,31.4%,10.9%,3.3%,0.0%,41.1%,1.3%,0.2%,2.3%,2.9%,0.2%,0.5%,1.3%,1.3%,0.0%,0.1%,2.2%,1.2%,0.0%,0.0%,8.3%,0.0%,0.0%,0.0%,0.0%,91.7%,90.3%,9.7%,4.0%,5.7%
68324,Santander,Guavatá,4480,2188,2292,Partido Liberal,1978,30,160,55,30,2,1482,7,13,24,32,6,5,22,46,0,6,58,Voto en Blanco ,30,0,1,0,0,0,0,0,29,2008,180,68,112,48.8%,51.2%,90.4%,1.5%,8.1%,2.8%,1.5%,0.1%,74.9%,0.4%,0.7%,1.2%,1.6%,0.3%,0.3%,1.1%,2.3%,0.0%,0.3%,2.9%,1.4%,0.0%,3.3%,0.0%,0.0%,0.0%,0.0%,0.0%,96.7%,91.8%,8.2%,3.1%,5.1%
68327,Santander,Güepsa,4190,1881,2309,Partido Liberal,1669,47,133,74,26,3,1083,16,5,66,39,15,13,36,5,0,3,105,Voto en Blanco ,52,0,2,0,0,0,1,1,48,1721,160,68,92,44.9%,55.1%,88.7%,2.8%,8.0%,4.4%,1.6%,0.2%,64.9%,1.0%,0.3%,4.0%,2.3%,0.9%,0.8%,2.2%,0.3%,0.0%,0.2%,6.3%,2.8%,0.0%,3.8%,0.0%,0.0%,0.0%,1.9%,1.9%,92.3%,91.5%,8.5%,3.6%,4.9%
68344,Santander,Hato,1851,942,909,Partido Liberal,766,12,212,43,25,3,291,28,5,50,24,1,2,1,29,1,1,38,Voto en Blanco ,26,0,0,0,1,0,1,0,24,792,150,57,93,50.9%,49.1%,81.3%,1.6%,27.7%,5.6%,3.3%,0.4%,38.0%,3.7%,0.7%,6.5%,3.1%,0.1%,0.3%,0.1%,3.8%,0.1%,0.1%,5.0%,2.8%,0.0%,0.0%,0.0%,3.8%,0.0%,3.8%,0.0%,92.3%,84.1%,15.9%,6.1%,9.9%
68368,Santander,Jesús María,3376,1421,1955,Cambio Radical,1229,76,342,102,122,0,258,16,96,31,117,2,3,7,7,1,1,48,Voto en Blanco ,27,0,0,1,0,0,0,0,26,1256,165,80,85,42.1%,57.9%,86.5%,6.2%,27.8%,8.3%,9.9%,0.0%,21.0%,1.3%,7.8%,2.5%,9.5%,0.2%,0.2%,0.6%,0.6%,0.1%,0.1%,3.9%,1.9%,0.0%,0.0%,3.7%,0.0%,0.0%,0.0%,0.0%,96.3%,88.4%,11.6%,5.6%,6.0%
68370,Santander,Jordán,1200,738,462,Cambio Radical,659,2,301,52,143,1,58,7,4,45,17,1,3,9,0,0,6,10,Voto en Blanco ,3,0,0,1,0,0,0,0,2,662,76,35,41,61.5%,38.5%,89.3%,0.3%,45.7%,7.9%,21.7%,0.2%,8.8%,1.1%,0.6%,6.8%,2.6%,0.2%,0.5%,1.4%,0.0%,0.0%,0.9%,1.5%,0.4%,0.0%,0.0%,33.3%,0.0%,0.0%,0.0%,0.0%,66.7%,89.7%,10.3%,4.7%,5.6%
68377,Santander,La Belleza,5563,2790,2773,Cambio Radical,2523,98,1220,321,393,17,104,34,12,20,23,7,4,13,186,0,5,66,Voto en Blanco ,24,0,1,0,0,0,1,0,22,2547,243,117,126,50.2%,49.8%,90.4%,3.9%,48.4%,12.7%,15.6%,0.7%,4.1%,1.3%,0.5%,0.8%,0.9%,0.3%,0.2%,0.5%,7.4%,0.0%,0.2%,2.6%,0.9%,0.0%,4.2%,0.0%,0.0%,0.0%,4.2%,0.0%,91.7%,91.3%,8.7%,4.2%,4.5%
68385,Santander,Landázuri,9684,4512,5172,Opción Ciudadana,3949,46,622,193,122,5,810,908,17,44,859,1,8,34,214,2,8,56,Voto en Blanco ,56,0,2,0,1,0,0,2,51,4005,507,224,283,46.6%,53.4%,87.5%,1.2%,15.8%,4.9%,3.1%,0.1%,20.5%,23.0%,0.4%,1.1%,21.8%,0.0%,0.2%,0.9%,5.4%,0.1%,0.2%,1.4%,1.2%,0.0%,3.6%,0.0%,1.8%,0.0%,0.0%,3.6%,91.1%,88.8%,11.2%,5.0%,6.3%
68397,Santander,La Paz,4176,1826,2350,Cambio Radical,1542,18,923,137,137,1,179,9,5,31,43,0,4,2,7,0,2,44,Voto en Blanco ,26,0,0,0,0,0,0,0,26,1568,258,122,136,43.7%,56.3%,84.4%,1.2%,59.9%,8.9%,8.9%,0.1%,11.6%,0.6%,0.3%,2.0%,2.8%,0.0%,0.3%,0.1%,0.5%,0.0%,0.1%,2.9%,1.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,85.9%,14.1%,6.7%,7.4%
68406,Santander,Lebríja,30596,16087,14509,Centro Democrático,14084,209,2490,3272,1254,33,2785,316,217,1116,921,198,68,96,281,9,173,646,Voto en Blanco ,327,0,10,6,0,2,5,2,302,14411,1676,954,722,52.6%,47.4%,87.5%,1.5%,17.7%,23.2%,8.9%,0.2%,19.8%,2.2%,1.5%,7.9%,6.5%,1.4%,0.5%,0.7%,2.0%,0.1%,1.2%,4.6%,2.0%,0.0%,3.1%,1.8%,0.0%,0.6%,1.5%,0.6%,92.4%,89.6%,10.4%,5.9%,4.5%
68418,Santander,Los Santos,8705,4929,3776,Partido Liberal,4273,136,923,434,161,15,1404,274,8,653,41,1,12,13,36,1,12,149,Voto en Blanco ,95,0,7,0,0,1,0,0,87,4368,561,276,285,56.6%,43.4%,86.7%,3.2%,21.6%,10.2%,3.8%,0.4%,32.9%,6.4%,0.2%,15.3%,1.0%,0.0%,0.3%,0.3%,0.8%,0.0%,0.3%,3.5%,1.9%,0.0%,7.4%,0.0%,0.0%,1.1%,0.0%,0.0%,91.6%,88.6%,11.4%,5.6%,5.8%
68425,Santander,Macaravita,2251,1013,1238,Cambio Radical,899,16,281,104,200,5,253,3,1,11,6,0,2,0,0,0,0,17,Voto en Blanco ,7,0,0,0,0,0,0,0,7,906,107,47,60,45.0%,55.0%,88.7%,1.8%,31.3%,11.6%,22.2%,0.6%,28.1%,0.3%,0.1%,1.2%,0.7%,0.0%,0.2%,0.0%,0.0%,0.0%,0.0%,1.9%,0.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,89.4%,10.6%,4.6%,5.9%
68432,Santander,Málaga,15900,7812,8088,Cambio Radical,6908,345,1656,1263,543,13,1217,220,175,500,261,68,20,95,59,3,30,440,Voto en Blanco ,234,0,5,3,0,0,6,1,219,7142,670,409,261,49.1%,50.9%,88.4%,5.0%,24.0%,18.3%,7.9%,0.2%,17.6%,3.2%,2.5%,7.2%,3.8%,1.0%,0.3%,1.4%,0.9%,0.0%,0.4%,6.4%,3.0%,0.0%,2.1%,1.3%,0.0%,0.0%,2.6%,0.4%,93.6%,91.4%,8.6%,5.2%,3.3%
68444,Santander,Matanza,4964,2757,2207,Partido Liberal,2389,39,560,393,251,29,567,206,9,83,61,7,7,29,26,0,40,82,Voto en Blanco ,34,0,0,2,0,1,0,0,31,2423,334,158,176,55.5%,44.5%,86.7%,1.6%,23.4%,16.5%,10.5%,1.2%,23.7%,8.6%,0.4%,3.5%,2.6%,0.3%,0.3%,1.2%,1.1%,0.0%,1.7%,3.4%,1.2%,0.0%,0.0%,5.9%,0.0%,2.9%,0.0%,0.0%,91.2%,87.9%,12.1%,5.7%,6.4%
68464,Santander,Mogotes,7606,3509,4097,Cambio Radical,2877,51,720,547,253,7,679,129,6,192,30,29,8,25,23,0,15,163,Voto en Blanco ,80,0,4,0,0,0,1,0,75,2957,552,279,273,46.1%,53.9%,82.0%,1.8%,25.0%,19.0%,8.8%,0.2%,23.6%,4.5%,0.2%,6.7%,1.0%,1.0%,0.3%,0.9%,0.8%,0.0%,0.5%,5.7%,2.3%,0.0%,5.0%,0.0%,0.0%,0.0%,1.3%,0.0%,93.8%,84.3%,15.7%,8.0%,7.8%
68468,Santander,Molagavita,3731,1943,1788,Opción Ciudadana,1659,34,232,236,150,2,272,587,4,49,38,0,8,5,0,0,3,39,Voto en Blanco ,20,0,0,0,0,0,1,0,19,1679,264,113,151,52.1%,47.9%,85.4%,2.0%,14.0%,14.2%,9.0%,0.1%,16.4%,35.4%,0.2%,3.0%,2.3%,0.0%,0.5%,0.3%,0.0%,0.0%,0.2%,2.4%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5.0%,0.0%,95.0%,86.4%,13.6%,5.8%,7.8%
68498,Santander,Ocamonte,3815,2171,1644,Partido Liberal,1934,13,555,134,216,1,852,19,5,53,25,4,4,7,3,3,4,36,Voto en Blanco ,11,0,0,0,0,0,0,0,11,1945,226,83,143,56.9%,43.1%,89.1%,0.7%,28.7%,6.9%,11.2%,0.1%,44.1%,1.0%,0.3%,2.7%,1.3%,0.2%,0.2%,0.4%,0.2%,0.2%,0.2%,1.9%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,89.6%,10.4%,3.8%,6.6%
68500,Santander,Oiba,8677,4271,4406,Partido Liberal,3747,79,676,499,198,4,1422,80,94,181,51,23,5,17,152,2,9,255,Voto en Blanco ,116,1,1,0,0,0,1,0,113,3863,408,227,181,49.2%,50.8%,87.7%,2.1%,18.0%,13.3%,5.3%,0.1%,38.0%,2.1%,2.5%,4.8%,1.4%,0.6%,0.1%,0.5%,4.1%,0.1%,0.2%,6.8%,2.7%,0.9%,0.9%,0.0%,0.0%,0.0%,0.9%,0.0%,97.4%,90.4%,9.6%,5.3%,4.2%
68502,Santander,Onzaga,3780,1786,1994,Partido Liberal,1482,54,101,198,135,1,807,37,2,34,10,1,11,3,39,1,7,41,Voto en Blanco ,15,0,0,0,0,0,1,0,14,1497,289,113,176,47.2%,52.8%,83.0%,3.6%,6.8%,13.4%,9.1%,0.1%,54.5%,2.5%,0.1%,2.3%,0.7%,0.1%,0.7%,0.2%,2.6%,0.1%,0.5%,2.8%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,6.7%,0.0%,93.3%,83.8%,16.2%,6.3%,9.9%
68522,Santander,Palmar,1432,847,585,Partido Liberal,761,46,152,18,21,16,430,16,2,12,9,1,0,3,25,0,1,9,Voto en Blanco ,3,0,0,0,0,0,0,0,3,764,83,44,39,59.1%,40.9%,89.8%,6.0%,20.0%,2.4%,2.8%,2.1%,56.5%,2.1%,0.3%,1.6%,1.2%,0.1%,0.0%,0.4%,3.3%,0.0%,0.1%,1.2%,0.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,90.2%,9.8%,5.2%,4.6%
68524,Santander,Palmas del Socorro,2436,1299,1137,Partido Liberal,1154,12,239,109,121,3,384,28,13,123,55,3,1,6,23,0,3,31,Voto en Blanco ,22,0,0,0,0,2,3,0,17,1176,123,53,70,53.3%,46.7%,88.8%,1.0%,20.7%,9.4%,10.5%,0.3%,33.3%,2.4%,1.1%,10.7%,4.8%,0.3%,0.1%,0.5%,2.0%,0.0%,0.3%,2.7%,1.7%,0.0%,0.0%,0.0%,0.0%,9.1%,13.6%,0.0%,77.3%,90.5%,9.5%,4.1%,5.4%
68533,Santander,Páramo,3302,2063,1239,Cambio Radical,1887,19,783,125,425,4,302,37,5,78,17,12,2,4,12,3,1,58,Voto en Blanco ,23,0,0,0,0,0,0,0,23,1910,153,90,63,62.5%,37.5%,91.5%,1.0%,41.5%,6.6%,22.5%,0.2%,16.0%,2.0%,0.3%,4.1%,0.9%,0.6%,0.1%,0.2%,0.6%,0.2%,0.1%,3.1%,1.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,92.6%,7.4%,4.4%,3.1%
68547,Santander,Piedecuesta,105133,58777,46356,Polo Democrático Alternativo,51107,1680,7162,8362,2936,146,9666,1692,957,10193,1586,589,169,842,1317,41,408,3361,Voto en Blanco ,1892,5,176,31,11,27,34,4,1604,52999,5778,3984,1794,55.9%,44.1%,87.0%,3.3%,14.0%,16.4%,5.7%,0.3%,18.9%,3.3%,1.9%,19.9%,3.1%,1.2%,0.3%,1.6%,2.6%,0.1%,0.8%,6.6%,3.2%,0.3%,9.3%,1.6%,0.6%,1.4%,1.8%,0.2%,84.8%,90.2%,9.8%,6.8%,3.1%
68549,Santander,Pinchote,3252,1843,1409,Partido Liberal,1644,27,304,148,35,1,736,35,4,141,97,14,6,14,11,4,3,64,Voto en Blanco ,34,0,0,0,0,0,0,0,34,1678,165,81,84,56.7%,43.3%,89.2%,1.6%,18.5%,9.0%,2.1%,0.1%,44.8%,2.1%,0.2%,8.6%,5.9%,0.9%,0.4%,0.9%,0.7%,0.2%,0.2%,3.9%,1.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,91.0%,9.0%,4.4%,4.6%
68572,Santander,Puente Nacional,12896,5719,7177,Partido Liberal,5022,199,1211,564,337,20,1269,137,160,241,222,20,11,109,185,3,17,317,Voto en Blanco ,144,0,3,0,0,1,1,0,139,5166,553,297,256,44.3%,55.7%,87.8%,4.0%,24.1%,11.2%,6.7%,0.4%,25.3%,2.7%,3.2%,4.8%,4.4%,0.4%,0.2%,2.2%,3.7%,0.1%,0.3%,6.3%,2.5%,0.0%,2.1%,0.0%,0.0%,0.7%,0.7%,0.0%,96.5%,90.3%,9.7%,5.2%,4.5%
68573,Santander,Puerto Parra,5460,2268,3192,Partido Liberal,1925,17,242,413,52,0,793,304,13,16,13,2,5,2,29,0,2,22,Voto en Blanco ,24,0,4,2,0,0,1,0,17,1949,319,168,151,41.5%,58.5%,84.9%,0.9%,12.6%,21.5%,2.7%,0.0%,41.2%,15.8%,0.7%,0.8%,0.7%,0.1%,0.3%,0.1%,1.5%,0.0%,0.1%,1.1%,1.1%,0.0%,16.7%,8.3%,0.0%,0.0%,4.2%,0.0%,70.8%,85.9%,14.1%,7.4%,6.7%
68575,Santander,Puerto Wilches,23287,11506,11781,Partido Liberal,9805,95,1674,749,535,25,3278,1513,133,617,262,4,31,162,428,6,50,243,Voto en Blanco ,167,1,9,3,1,2,4,2,145,9972,1534,845,689,49.4%,50.6%,85.2%,1.0%,17.1%,7.6%,5.5%,0.3%,33.4%,15.4%,1.4%,6.3%,2.7%,0.0%,0.3%,1.7%,4.4%,0.1%,0.5%,2.5%,1.5%,0.6%,5.4%,1.8%,0.6%,1.2%,2.4%,1.2%,86.8%,86.7%,13.3%,7.3%,6.0%
68615,Santander,Rionegro,22514,10192,12322,Centro Democrático,8559,127,1511,2145,290,25,1751,1133,55,437,361,80,36,52,149,4,57,346,Voto en Blanco ,206,0,6,4,0,5,3,1,187,8765,1427,769,658,45.3%,54.7%,84.0%,1.5%,17.7%,25.1%,3.4%,0.3%,20.5%,13.2%,0.6%,5.1%,4.2%,0.9%,0.4%,0.6%,1.7%,0.0%,0.7%,4.0%,2.0%,0.0%,2.9%,1.9%,0.0%,2.4%,1.5%,0.5%,90.8%,86.0%,14.0%,7.5%,6.5%
68655,Santander,Sabana de Torres,21024,8960,12064,Partido Liberal,7586,185,1412,1262,535,54,1954,256,48,592,275,63,42,139,409,11,34,315,Voto en Blanco ,195,0,19,2,0,27,5,2,140,7781,1179,652,527,42.6%,57.4%,84.7%,2.4%,18.6%,16.6%,7.1%,0.7%,25.8%,3.4%,0.6%,7.8%,3.6%,0.8%,0.6%,1.8%,5.4%,0.1%,0.4%,4.2%,2.2%,0.0%,9.7%,1.0%,0.0%,13.8%,2.6%,1.0%,71.8%,86.8%,13.2%,7.3%,5.9%
68669,Santander,San Andrés,6957,3487,3470,Partido Liberal,3012,98,644,299,319,5,724,460,17,149,128,8,15,10,15,1,20,100,Voto en Blanco ,34,0,1,0,0,0,2,0,31,3046,441,196,245,50.1%,49.9%,86.4%,3.3%,21.4%,9.9%,10.6%,0.2%,24.0%,15.3%,0.6%,4.9%,4.2%,0.3%,0.5%,0.3%,0.5%,0.0%,0.7%,3.3%,1.0%,0.0%,2.9%,0.0%,0.0%,0.0%,5.9%,0.0%,91.2%,87.4%,12.6%,5.6%,7.0%
68673,Santander,San Benito,3077,1716,1361,Cambio Radical,1549,22,727,35,6,1,679,9,4,11,6,0,2,7,4,1,22,13,Voto en Blanco ,6,1,0,0,0,0,0,0,5,1555,161,83,78,55.8%,44.2%,90.3%,1.4%,46.9%,2.3%,0.4%,0.1%,43.8%,0.6%,0.3%,0.7%,0.4%,0.0%,0.1%,0.5%,0.3%,0.1%,1.4%,0.8%,0.3%,16.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,83.3%,90.6%,9.4%,4.8%,4.5%
68679,Santander,San Gil,41338,21203,20135,Partido Liberal,18816,544,2973,2354,1896,36,4077,420,318,2863,604,175,61,434,439,16,86,1520,Voto en Blanco ,633,2,11,3,2,1,9,2,603,19449,1754,1222,532,51.3%,48.7%,88.7%,2.9%,15.8%,12.5%,10.1%,0.2%,21.7%,2.2%,1.7%,15.2%,3.2%,0.9%,0.3%,2.3%,2.3%,0.1%,0.5%,8.1%,3.0%,0.3%,1.7%,0.5%,0.3%,0.2%,1.4%,0.3%,95.3%,91.7%,8.3%,5.8%,2.5%
68682,Santander,San Joaquín,2237,1235,1002,Cambio Radical,1117,6,485,140,36,1,349,39,0,24,10,0,3,5,1,0,0,18,Voto en Blanco ,6,0,0,0,0,0,0,0,6,1123,112,33,79,55.2%,44.8%,90.4%,0.5%,43.4%,12.5%,3.2%,0.1%,31.2%,3.5%,0.0%,2.1%,0.9%,0.0%,0.3%,0.4%,0.1%,0.0%,0.0%,1.6%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,90.9%,9.1%,2.7%,6.4%
68684,Santander,San José de Miranda,4023,2405,1618,Partido Conservador,2156,33,429,294,812,0,172,225,12,54,28,3,12,5,7,1,0,69,Voto en Blanco ,11,0,1,0,0,0,3,0,7,2167,238,119,119,59.8%,40.2%,89.6%,1.5%,19.9%,13.6%,37.7%,0.0%,8.0%,10.4%,0.6%,2.5%,1.3%,0.1%,0.6%,0.2%,0.3%,0.0%,0.0%,3.2%,0.5%,0.0%,9.1%,0.0%,0.0%,0.0%,27.3%,0.0%,63.6%,90.1%,9.9%,4.9%,4.9%
68686,Santander,San Miguel,2204,977,1227,Cambio Radical,842,13,315,155,120,0,137,12,8,18,24,0,4,0,6,0,0,30,Voto en Blanco ,10,0,0,0,0,0,0,0,10,852,125,50,75,44.3%,55.7%,86.2%,1.5%,37.4%,18.4%,14.3%,0.0%,16.3%,1.4%,1.0%,2.1%,2.9%,0.0%,0.5%,0.0%,0.7%,0.0%,0.0%,3.6%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,87.2%,12.8%,5.1%,7.7%
68689,Santander,San Vicente de Chucurí,24974,10259,14715,Partido Conservador,8755,150,1685,787,2050,22,1415,270,195,380,867,72,20,103,127,10,156,446,Voto en Blanco ,223,1,5,1,1,0,2,1,212,8978,1281,698,583,41.1%,58.9%,85.3%,1.7%,19.2%,9.0%,23.4%,0.3%,16.2%,3.1%,2.2%,4.3%,9.9%,0.8%,0.2%,1.2%,1.5%,0.1%,1.8%,5.1%,2.2%,0.4%,2.2%,0.4%,0.4%,0.0%,0.9%,0.4%,95.1%,87.5%,12.5%,6.8%,5.7%
68705,Santander,Santa Bárbara,2081,1034,1047,Cambio Radical,889,16,285,90,104,2,68,198,6,41,16,7,1,3,13,0,17,22,Voto en Blanco ,10,0,0,0,0,0,0,0,10,899,135,65,70,49.7%,50.3%,86.0%,1.8%,32.1%,10.1%,11.7%,0.2%,7.6%,22.3%,0.7%,4.6%,1.8%,0.8%,0.1%,0.3%,1.5%,0.0%,1.9%,2.5%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,86.9%,13.1%,6.3%,6.8%
